Variable Star,Number of Observations,Number of Observers,First Observation JD / UT,Latest Observation JD / UT,Maximum Magnitude,Minimum Magnitude,Range
SS CAS,79,3,2450297.400000 1 Aug 1996 21:36:00.000000,2456167.337500 27 Aug 2012 20:06:00.000000,9.700,13.300,3.600 
SS CEP,5420,81,2439854.300000 29 Dec 1967 19:12:00.000000,2459904.278000 20 Nov 2022 18:40:19.200000,6.200,8.600,2.400 
SS CYG,52363,194,2417226.380000 15 Jan 1906 21:07:12.000000,2459909.389300 25 Nov 2022 21:20:35.520000,7.500,14.200,6.700 
SS DEL,20,2,2453117.591700 22 Apr 2004 02:12:02.880000,2456151.416000 11 Aug 2012 21:59:02.400000,10.300,14.700,4.400 
SS Dra,1,1,2459518.340000 30 Oct 2021 20:09:36.000000,2459518.340000 30 Oct 2021 20:09:36.000000,8.600,8.600,0.000 
SS GEM,31,3,2442431.479000 18 Jan 1975 23:29:45.600000,2450939.420000 5 May 1998 22:04:48.000000,8.200,9.600,1.400 
SS HER,4123,81,2438088.700000 28 Feb 1963 04:48:00.000000,2459852.317000 29 Sep 2022 19:36:28.800000,8.100,13.780,5.680 
SS LEP,565,18,2446713.715000 10 Oct 1986 05:09:36.000000,2459273.385000 27 Feb 2021 21:14:24.000000,4.170,5.660,1.490 
SS LMI,696,4,2449673.593700 17 Nov 1994 02:14:55.680000,2459739.458000 8 Jun 2022 22:59:31.200000,10.100,18.500,8.400 
SS PEG,14,2,2452971.445800 27 Nov 2003 22:41:57.120000,2459559.281000 10 Dec 2021 18:44:38.400000,9.400,14.300,4.900 
SS UMI,2211,5,2448260.322900 3 Jan 1991 19:44:58.560000,2459860.339000 7 Oct 2022 20:08:09.600000,12.400,16.800,4.400 
SS VIR,1433,40,2440308.538000 28 Mar 1969 00:54:43.200000,2459751.465000 20 Jun 2022 23:09:36.000000,5.800,10.900,5.100 
ST AND,24,2,2450604.500000 5 Jun 1997 00:00:00.000000,2450874.200000 1 Mar 1998 16:48:00.000000,9.400,11.100,1.700 
ST AUR,5,2,2452579.492400 31 Oct 2002 23:49:03.360000,2454565.374300 8 Apr 2008 20:58:59.520000,12.400,14.100,1.700 
ST CAM,5701,53,2442055.454000 7 Jan 1974 22:53:45.600000,2459908.264000 24 Nov 2022 18:20:09.600000,6.200,8.400,2.200 
ST CEP,85,10,2440621.394000 3 Feb 1970 21:27:21.600000,2459633.354100 22 Feb 2022 20:29:54.240000,7.500,9.000,1.500 
ST CYG,5,1,2454796.336100 25 Nov 2008 20:03:59.040000,2455569.259000 7 Jan 2011 18:12:57.600000,11.000,11.400,0.400 
ST FOR,3,1,2444880.701000 3 Oct 1981 04:49:26.400000,2451253.968000 16 Mar 1999 11:13:55.200000,8.700,10.400,1.700 
ST GEM,7,2,2451146.572900 29 Nov 1998 01:44:58.560000,2455300.382600 13 Apr 2010 21:10:56.640000,10.000,15.100,5.100 
ST HER,3069,57,2440689.413000 12 Apr 1970 21:54:43.200000,2459904.345000 20 Nov 2022 20:16:48.000000,6.850,9.000,2.150 
ST LMI,333,3,2450116.497900 2 Feb 1996 23:56:58.560000,2458962.401000 22 Apr 2020 21:37:26.400000,12.230,18.070,5.840 
ST LYR,27,1,2454622.447200 4 Jun 2008 22:43:58.080000,2456158.368700 18 Aug 2012 20:50:55.680000,10.800,14.800,4.000 
ST MON,1,1,2453059.414600 23 Feb 2004 21:57:01.440000,2453059.414600 23 Feb 2004 21:57:01.440000,13.400,13.400,0.000 
ST SGE,26,2,2452065.451000 4 Jun 2001 22:49:26.400000,2456151.423600 11 Aug 2012 22:09:59.040000,9.600,14.200,4.600 
ST UMA,5441,76,2440230.601000 9 Jan 1969 02:25:26.400000,2459906.492000 22 Nov 2022 23:48:28.800000,6.000,8.000,2.000 
STRUVE 485,1,1,2446638.434000 26 Jul 1986 22:24:57.600000,2446638.434000 26 Jul 1986 22:24:57.600000,6.300,6.300,0.000 
SU AND,1118,35,2440782.488000 14 Jul 1970 23:42:43.200000,2459902.399000 18 Nov 2022 21:34:33.600000,6.100,9.400,3.300 
SU AQL,2,1,2447817.254861 17 Oct 1989 18:06:59.990400,2447817.281944 17 Oct 1989 18:45:59.961600,10.200,10.200,0.000 
SU AUR,1062,29,2442067.600000 20 Jan 1974 02:24:00.000000,2459691.368000 21 Apr 2022 20:49:55.200000,8.400,9.930,1.530 
SU CAM,24,1,2452371.468100 6 Apr 2002 23:14:03.840000,2454556.366700 30 Mar 2008 20:48:02.880000,11.100,14.200,3.100 
SU CAS,42,4,2444240.427000 1 Jan 1980 22:14:52.800000,2459173.302700 19 Nov 2020 19:15:53.280000,5.800,6.400,0.600 
SU CNC,619,10,2446851.406300 24 Feb 1987 21:45:04.320000,2459708.399000 8 May 2022 21:34:33.600000,10.100,15.400,5.300 
SU CYG,58,1,2455773.405000 30 Jul 2011 21:43:12.000000,2456278.245000 16 Dec 2012 17:52:48.000000,6.600,7.600,1.000 
SU GEM,50,3,2442438.333000 25 Jan 1975 19:59:31.200000,2451652.342000 17 Apr 2000 20:12:28.800000,11.200,13.600,2.400 
SU LAC,3125,34,2442071.400000 23 Jan 1974 21:36:00.000000,2459870.403000 17 Oct 2022 21:40:19.200000,10.250,15.900,5.650 
SU LYN,488,5,2457605.528000 5 Aug 2016 00:40:19.200000,2459883.312000 30 Oct 2022 19:29:16.800000,8.000,9.300,1.300 
SU LYR,3,1,2453115.488900 19 Apr 2004 23:44:00.960000,2453214.474300 27 Jul 2004 23:22:59.520000,14.200,14.400,0.200 
SU PER,3156,53,2440689.400000 12 Apr 1970 21:36:00.000000,2459908.260000 24 Nov 2022 18:14:24.000000,6.900,9.200,2.300 
SU TAU,11022,92,2438000.400000 1 Dec 1962 21:36:00.000000,2459904.455000 20 Nov 2022 22:55:12.000000,9.200,17.970,8.770 
SU UMA,19602,77,2424789.400000 30 Sep 1926 21:36:00.000000,2459883.560000 31 Oct 2022 01:26:24.000000,10.400,15.800,5.400 
SU VIR,5,1,2453059.612500 24 Feb 2004 02:42:00.000000,2453147.477100 21 May 2004 23:27:01.440000,11.500,14.100,2.600 
SUSPECT VARIABLE RA2,27,1,2454006.410400 27 Sep 2006 21:50:58.560000,2454086.309000 16 Dec 2006 19:24:57.600000,16.400,17.000,0.600 
SV AND,9,2,2445940.437000 27 Aug 1984 22:29:16.800000,2459908.278000 24 Nov 2022 18:40:19.200000,9.100,12.100,3.000 
SV AQL,18,2,2454677.445100 29 Jul 2008 22:40:56.640000,2459866.372000 13 Oct 2022 20:55:40.800000,10.900,14.000,3.100 
SV ARI,1134,13,2448259.404100 2 Jan 1991 21:41:54.240000,2459904.376000 20 Nov 2022 21:01:26.400000,11.700,17.600,5.900 
SV AUR,3,1,2458519.378000 4 Feb 2019 21:04:19.200000,2459585.337000 5 Jan 2022 20:05:16.800000,9.500,10.000,0.500 
SV CAM,10,1,2448270.256000 13 Jan 1991 18:08:38.400000,2448270.347000 13 Jan 1991 20:19:40.800000,9.470,9.900,0.430 
SV CEP,20,3,2447909.377700 17 Jan 1990 21:03:53.280000,2459593.347000 13 Jan 2022 20:19:40.800000,10.600,11.260,0.660 
SV CMI,461,7,2451188.446000 9 Jan 1999 22:42:14.400000,2459691.367000 21 Apr 2022 20:48:28.800000,12.000,16.300,4.300 
SV CNC,8,1,2452371.364600 6 Apr 2002 20:45:01.440000,2453799.380600 4 Mar 2006 21:08:03.840000,11.500,14.800,3.300 
SV CRV,86,1,2445468.465000 13 May 1983 23:09:36.000000,2459725.463000 25 May 2022 23:06:43.200000,6.900,7.800,0.900 
SV CYG,2,1,2452063.427100 2 Jun 2001 22:15:01.440000,2456092.318800 13 Jun 2012 19:39:04.320000,8.300,8.700,0.400 
SV HER,20,1,2454622.429900 4 Jun 2008 22:19:03.360000,2455508.291700 7 Nov 2010 19:00:02.880000,9.600,15.100,5.500 
SV LAC,2,1,2447674.549306 28 May 1989 01:11:00.038400,2447674.556944 28 May 1989 01:21:59.961600,10.900,10.900,0.000 
SV LYN,4379,54,2441056.500000 15 Apr 1971 00:00:00.000000,2459906.389000 22 Nov 2022 21:20:09.600000,6.400,8.600,2.200 
SV LYR,6,1,2447615.583333 30 Mar 1989 01:59:59.971200,2447644.520833 28 Apr 1989 00:29:59.971200,10.000,11.000,1.000 
SV SGE,6954,29,2447291.557600 10 May 1988 01:22:56.640000,2459906.278000 22 Nov 2022 18:40:19.200000,9.900,15.800,5.900 
SV0219+43 AND,1,1,2451429.416600 7 Sep 1999 21:59:54.240000,2451429.416600 7 Sep 1999 21:59:54.240000,14.800,14.800,0.000 
SV1204+26 COM,2,1,2450892.365900 19 Mar 1998 20:46:53.760000,2450922.418700 18 Apr 1998 22:02:55.680000,11.450,11.500,0.050 
SV1234+27 COM,5,1,2450862.453400 17 Feb 1998 22:52:53.760000,2451019.448600 24 Jul 1998 22:45:59.040000,10.400,10.820,0.420 
SW AUR,4,1,2447565.400694 7 Feb 1989 21:36:59.961600,2447587.440278 1 Mar 1989 22:34:00.019200,10.200,11.100,0.900 
SW CRB,3110,49,2440308.630000 28 Mar 1969 03:07:12.000000,2459908.233000 24 Nov 2022 17:35:31.200000,7.300,8.600,1.300 
SW CYG,6,1,2449957.416700 27 Aug 1995 22:00:02.880000,2449957.562500 28 Aug 1995 01:30:00.000000,10.000,11.800,1.800 
SW GEM,9,3,2450846.300000 1 Feb 1998 19:12:00.000000,2456323.362000 30 Jan 2013 20:41:16.800000,8.800,10.100,1.300 
SW LAC,317,2,2453642.524300 29 Sep 2005 00:34:59.520000,2458456.383000 3 Dec 2018 21:11:31.200000,8.500,9.300,0.800 
SW PEG,9,2,2453213.512500 27 Jul 2004 00:18:00.000000,2455506.377100 5 Nov 2010 21:03:01.440000,9.600,14.700,5.100 
SW PER,1,1,2452338.420100 4 Mar 2002 22:04:56.640000,2452338.420100 4 Mar 2002 22:04:56.640000,8.300,8.300,0.000 
SW UMA,10861,71,2438047.380000 17 Jan 1963 21:07:12.000000,2459887.583000 4 Nov 2022 01:59:31.200000,9.600,17.800,8.200 
SW VIR,1329,22,2443251.409000 17 Apr 1977 21:48:57.600000,2459763.453000 2 Jul 2022 22:52:19.200000,6.200,8.500,2.300 
SW VUL,47,1,2453323.320800 13 Nov 2004 19:41:57.120000,2455795.571500 22 Aug 2011 01:42:57.600000,14.600,18.100,3.500 
SX AUR,353,4,2449723.690300 6 Jan 1995 04:34:01.920000,2458469.740000 17 Dec 2018 05:45:36.000000,8.100,9.200,1.100 
SX CAM,35,1,2450301.423000 5 Aug 1996 22:09:07.200000,2451818.365000 30 Sep 2000 20:45:36.000000,10.700,13.300,2.600 
SX CYG,14,1,2454668.451400 20 Jul 2008 22:50:00.960000,2455569.246500 7 Jan 2011 17:54:57.600000,9.400,14.800,5.400 
SX HER,2397,51,2433142.527800 14 Aug 1949 00:40:01.920000,2459877.282000 24 Oct 2022 18:46:04.800000,7.200,9.500,2.300 
SX LAC,2759,33,2441151.500000 19 Jul 1971 00:00:00.000000,2459877.319000 24 Oct 2022 19:39:21.600000,7.700,9.100,1.400 
SX LMI,850,5,2449706.543000 20 Dec 1994 01:01:55.200000,2459739.457000 8 Jun 2022 22:58:04.800000,13.000,16.600,3.600 
SX MON,1696,23,2443838.558000 26 Nov 1978 01:23:31.200000,2459906.444000 22 Nov 2022 22:39:21.600000,7.100,9.200,2.100 
SX Peg,1,1,2459904.351000 20 Nov 2022 20:25:26.400000,2459904.351000 20 Nov 2022 20:25:26.400000,8.200,8.200,0.000 
SX PER,1,1,2448643.301000 21 Jan 1992 19:13:26.400000,2448643.301000 21 Jan 1992 19:13:26.400000,10.000,10.000,0.000 
SX PHE,85,1,2444873.577000 26 Sep 1981 01:50:52.800000,2445234.231000 21 Sep 1982 17:32:38.400000,6.600,7.400,0.800 
SX VIR,1,1,2454485.776400 20 Jan 2008 06:38:00.960000,2454485.776400 20 Jan 2008 06:38:00.960000,9.900,9.900,0.000 
SX VUL,1,1,2448794.484000 20 Jun 1992 23:36:57.600000,2448794.484000 20 Jun 1992 23:36:57.600000,10.700,10.700,0.000 
SY Aql,1,1,2458352.451000 21 Aug 2018 22:49:26.400000,2458352.451000 21 Aug 2018 22:49:26.400000,9.400,9.400,0.000 
SY CNC,1408,17,2448665.510400 13 Feb 1992 00:14:58.560000,2459704.392000 4 May 2022 21:24:28.800000,10.200,14.500,4.300 
SY Crt,2,1,2451260.991000 23 Mar 1999 11:47:02.400000,2459670.443000 31 Mar 2022 22:37:55.200000,7.000,7.100,0.100 
SY GEM,40,1,2450009.537500 19 Oct 1995 00:54:00.000000,2450562.370800 23 Apr 1997 20:53:57.120000,13.500,14.100,0.600 
SY HER,82,2,2450272.400000 7 Jul 1996 21:36:00.000000,2456150.403500 10 Aug 2012 21:41:02.400000,8.000,13.000,5.000 
SY HYI,38,1,2450253.600000 19 Jun 1996 02:24:00.000000,2450893.210000 20 Mar 1998 17:02:24.000000,11.900,12.600,0.700 
SY MON,1,1,2452663.430600 23 Jan 2003 22:20:03.840000,2452663.430600 23 Jan 2003 22:20:03.840000,13.000,13.000,0.000 
SY PER,1,1,2452576.327800 28 Oct 2002 19:52:01.920000,2452576.327800 28 Oct 2002 19:52:01.920000,12.000,12.000,0.000 
SY UMa,22,1,2444285.354167 15 Feb 1980 20:30:00.028800,2444605.295000 31 Dec 1980 19:04:48.000000,5.200,5.600,0.400 
SZ AND,18,2,2450749.418000 27 Oct 1997 22:01:55.200000,2456167.338900 27 Aug 2012 20:08:00.960000,9.000,14.600,5.600 
SZ Aur,2,1,2459172.476000 18 Nov 2020 23:25:26.400000,2459308.347000 3 Apr 2021 20:19:40.800000,12.100,12.100,0.000 
SZ CAM,2,1,2446638.440000 26 Jul 1986 22:33:36.000000,2446638.441000 26 Jul 1986 22:35:02.400000,6.900,6.900,0.000 
SZ CEP,34,1,2452161.489600 8 Sep 2001 23:45:01.440000,2453340.293100 30 Nov 2004 19:02:03.840000,9.200,13.900,4.700 
SZ LEP,3,1,2449754.572900 6 Feb 1995 01:44:58.560000,2449774.536800 26 Feb 1995 00:52:59.520000,7.700,8.400,0.700 
SZ Lyn,8,1,2458540.413500 25 Feb 2019 21:55:26.400000,2458603.429500 29 Apr 2019 22:18:28.800000,8.800,9.800,1.000 
SZ PSC,275,3,2443472.281000 24 Nov 1977 18:44:38.400000,2457279.413000 13 Sep 2015 21:54:43.200000,6.800,8.000,1.200 
SZ TAU,74,2,2449327.531200 6 Dec 1993 00:44:55.680000,2459633.338100 22 Feb 2022 20:06:51.840000,6.000,13.700,7.700 
T AND,29,1,2458329.483000 29 Jul 2018 23:35:31.200000,2459870.368000 17 Oct 2022 20:49:55.200000,8.200,13.200,5.000 
T AQR,10,2,2413038.500000 29 Jul 1894 00:00:00.000000,2413529.500000 2 Dec 1895 00:00:00.000000,7.200,11.200,4.000 
T ARI,84,2,2454485.321500 19 Jan 2008 19:42:57.600000,2459860.699000 8 Oct 2022 04:46:33.600000,7.800,11.600,3.800 
T BOO,130,3,2456482.481000 8 Jul 2013 23:32:38.400000,2459491.357000 3 Oct 2021 20:34:04.800000,7.000,15.600,8.600 
T CAE,12,1,2444873.644000 26 Sep 1981 03:27:21.600000,2453339.003000 29 Nov 2004 12:04:19.200000,7.500,8.400,0.900 
T CAM,93,9,2444137.458000 20 Sep 1979 22:59:31.200000,2459895.458000 11 Nov 2022 22:59:31.200000,7.600,14.200,6.600 
T CAP,2,1,2413094.500000 23 Sep 1894 00:00:00.000000,2413432.500000 27 Aug 1895 00:00:00.000000,9.000,11.400,2.400 
T CAS,14328,131,2412306.500000 27 Jul 1892 00:00:00.000000,2459877.321000 24 Oct 2022 19:42:14.400000,6.800,13.140,6.340 
T CEN,35,2,2445226.228000 13 Sep 1982 17:28:19.200000,2459691.497000 21 Apr 2022 23:55:40.800000,5.900,8.700,2.800 
T CEP,16352,143,2412714.500000 8 Sep 1893 00:00:00.000000,2459902.396000 18 Nov 2022 21:30:14.400000,5.180,11.560,6.380 
T CET,227,3,2444113.540000 28 Aug 1979 00:57:36.000000,2459842.466000 19 Sep 2022 23:11:02.400000,4.900,7.000,2.100 
T CMI,4,1,2455271.399300 15 Mar 2010 21:34:59.520000,2455843.412500 8 Oct 2011 21:54:00.000000,12.600,13.900,1.300 
T CNC,131,3,2444713.397000 18 Apr 1981 21:31:40.800000,2459858.694000 6 Oct 2022 04:39:21.600000,8.000,10.400,2.400 
T COL,1,1,2452591.486100 12 Nov 2002 23:39:59.040000,2452591.486100 12 Nov 2002 23:39:59.040000,7.600,7.600,0.000 
T CRB,22620,159,2431860.760000 9 Feb 1946 06:14:24.000000,2459890.258000 6 Nov 2022 18:11:31.200000,3.000,11.500,8.500 
T CRT,24,1,2445792.390000 1 Apr 1984 21:21:36.000000,2459705.438000 5 May 2022 22:30:43.200000,8.600,9.300,0.700 
T CVN,3,1,2455290.388900 3 Apr 2010 21:20:00.960000,2455334.454200 17 May 2010 22:54:02.880000,10.100,10.600,0.500 
T CYG,2528,42,2411928.500000 15 Jul 1891 00:00:00.000000,2459790.416000 29 Jul 2022 21:59:02.400000,4.000,6.100,2.100 
T DEL,303,4,2401866.500000 27 Dec 1863 00:00:00.000000,2459169.267000 15 Nov 2020 18:24:28.800000,6.600,15.000,8.400 
T DRA,3133,51,2423166.000000 21 Apr 1922 12:00:00.000000,2459555.313000 6 Dec 2021 19:30:43.200000,8.400,14.300,5.900 
T GEM,32,3,2449739.375000 21 Jan 1995 21:00:00.000000,2459658.330000 19 Mar 2022 19:55:12.000000,8.300,12.300,4.000 
T HER,5309,54,2400257.500000 1 Aug 1859 00:00:00.000000,2459811.465000 19 Aug 2022 23:09:36.000000,6.570,13.670,7.100 
T HOR,1,1,2452606.552800 28 Nov 2002 01:16:01.920000,2452606.552800 28 Nov 2002 01:16:01.920000,8.500,8.500,0.000 
T HYA,1,1,2458934.378000 25 Mar 2020 21:04:19.200000,2458934.378000 25 Mar 2020 21:04:19.200000,8.000,8.000,0.000 
T IND,11,2,2444875.442000 27 Sep 1981 22:36:28.800000,2453339.915000 30 Nov 2004 09:57:36.000000,6.200,7.100,0.900 
T LYR,135,2,2451516.377000 3 Dec 1999 21:02:52.800000,2459798.468000 6 Aug 2022 23:13:55.200000,8.000,9.700,1.700 
T MIC,53,1,2444869.360000 21 Sep 1981 20:38:24.000000,2459870.294000 17 Oct 2022 19:03:21.600000,7.500,8.300,0.800 
T MON,822,12,2411793.500000 2 Mar 1891 00:00:00.000000,2422428.363000 13 Apr 1920 20:42:43.200000,5.600,7.400,1.800 
T ORI,14,2,2440285.329000 4 Mar 1969 19:53:45.600000,2443240.365000 6 Apr 1977 20:45:36.000000,9.200,10.500,1.300 
T PEG,32,2,2450301.400000 5 Aug 1996 21:36:00.000000,2459802.434000 10 Aug 2022 22:24:57.600000,9.700,13.700,4.000 
T PER,29,3,2412327.500000 17 Aug 1892 00:00:00.000000,2458175.330000 25 Feb 2018 19:55:12.000000,8.500,9.800,1.300 
T PYX,12,2,2451248.938100 11 Mar 1999 10:30:51.840000,2455693.406900 11 May 2011 21:45:56.160000,6.590,15.300,8.710 
T SER,151,2,2400894.500000 29 Apr 1861 00:00:00.000000,2453214.471500 27 Jul 2004 23:18:57.600000,10.000,14.600,4.600 
T SGE,3,1,2448097.449000 24 Jul 1990 22:46:33.600000,2459726.533000 27 May 2022 00:47:31.200000,9.500,9.800,0.300 
T SGR,5,1,2412749.500000 13 Oct 1893 00:00:00.000000,2413104.500000 3 Oct 1894 00:00:00.000000,8.800,12.000,3.200 
T TAU,2342,47,2401218.500000 19 Mar 1862 00:00:00.000000,2459858.489000 5 Oct 2022 23:44:09.600000,8.300,13.000,4.700 
T TRI,1,1,2447935.390000 12 Feb 1990 21:21:36.000000,2447935.390000 12 Feb 1990 21:21:36.000000,9.700,9.700,0.000 
T UMA,17201,157,2412298.500000 19 Jul 1892 00:00:00.000000,2459877.676000 25 Oct 2022 04:13:26.400000,5.800,14.100,8.300 
T UMI,33,4,2448355.395000 8 Apr 1991 21:28:48.000000,2451780.349300 23 Aug 2000 20:22:59.520000,8.000,14.000,6.000 
T VUL,432,9,2410197.500000 18 Oct 1886 00:00:00.000000,2456272.235000 10 Dec 2012 17:38:24.000000,5.100,7.100,2.000 
TASV 0358+57,79,1,2447469.496000 3 Nov 1988 23:54:14.400000,2450808.406000 25 Dec 1997 21:44:38.400000,9.900,10.700,0.800 
TASV 0524+15,22,1,2447593.447000 7 Mar 1989 22:43:40.800000,2450446.338000 28 Dec 1996 20:06:43.200000,10.600,11.200,0.600 
TASV 1812+40,14,1,2452514.375000 27 Aug 2002 21:00:00.000000,2452871.388900 19 Aug 2003 21:20:00.960000,9.600,10.700,1.100 
TASV 2204+59,4,1,2457298.449000 2 Oct 2015 22:46:33.600000,2457354.492000 27 Nov 2015 23:48:28.800000,11.600,12.000,0.400 
TASV J1835+383,298,3,2450919.528000 16 Apr 1998 00:40:19.200000,2455153.284000 17 Nov 2009 18:48:57.600000,12.400,14.700,2.300 
TASV0358+57,39,1,2452665.367400 25 Jan 2003 20:49:03.360000,2455257.326400 1 Mar 2010 19:50:00.960000,10.300,11.700,1.400 
TASV0524+15,32,2,2447593.447000 7 Mar 1989 22:43:40.800000,2455258.325700 2 Mar 2010 19:49:00.480000,9.700,12.200,2.500 
TASV0534+10,64,4,2447593.434000 7 Mar 1989 22:24:57.600000,2458126.392000 7 Jan 2018 21:24:28.800000,8.000,9.900,1.900 
TASV1108+55,50,2,2448632.406200 10 Jan 1992 21:44:55.680000,2449774.345800 25 Feb 1995 20:17:57.120000,12.250,12.800,0.550 
TASV164125A,12,1,2448418.474300 10 Jun 1991 23:22:59.520000,2448471.421500 2 Aug 1991 22:06:57.600000,12.730,12.930,0.200 
TASVJ0514+53,1,1,2452551.504200 4 Oct 2002 00:06:02.880000,2452551.504200 4 Oct 2002 00:06:02.880000,13.100,13.100,0.000 
TASVJ0534+436,3,1,2452596.375000 17 Nov 2002 21:00:00.000000,2452651.468100 11 Jan 2003 23:14:03.840000,12.400,12.700,0.300 
TASVJ1803+441,150,1,2452020.386800 20 Apr 2001 21:16:59.520000,2452748.414600 18 Apr 2003 21:57:01.440000,9.100,14.000,4.900 
TAU CAS,428,3,2443875.517000 2 Jan 1979 00:24:28.800000,2459118.469000 25 Sep 2020 23:15:21.600000,4.800,5.500,0.700 
TAU4 SER,1610,17,2443874.747000 1 Jan 1979 05:55:40.800000,2459877.268000 24 Oct 2022 18:25:55.200000,6.200,7.700,1.500 
tau6 Ser,1,1,2449895.503000 27 Jun 1995 00:04:19.200000,2449895.503000 27 Jun 1995 00:04:19.200000,6.200,6.200,0.000 
TAV 0514+53,73,5,2449249.492000 18 Sep 1993 23:48:28.800000,2458964.357000 24 Apr 2020 20:34:04.800000,11.900,15.500,3.600 
TAV J1934+307,87,1,2447563.687000 6 Feb 1989 04:29:16.800000,2450666.442000 5 Aug 1997 22:36:28.800000,10.400,12.500,2.100 
TAV0016+41,3,1,2449543.535000 10 Jul 1994 00:50:24.000000,2450814.321000 31 Dec 1997 19:42:14.400000,10.000,10.600,0.600 
TAV0216+48,257,5,2450830.345800 16 Jan 1998 20:17:57.120000,2459107.382600 14 Sep 2020 21:10:56.640000,8.500,12.700,4.200 
TAV0346+38,429,7,2447531.531000 5 Jan 1989 00:44:38.400000,2459863.323700 10 Oct 2022 19:46:07.680000,8.800,12.900,4.100 
TAV0559+06,58,6,2447853.538000 23 Nov 1989 00:54:43.200000,2457447.378000 28 Feb 2016 21:04:19.200000,10.200,12.900,2.700 
TAV0714+17,62,6,2447593.487000 7 Mar 1989 23:41:16.800000,2457828.413000 15 Mar 2017 21:54:43.200000,9.600,12.400,2.800 
TAV1831+19,104,3,2448569.302000 8 Nov 1991 19:14:52.800000,2452871.407600 19 Aug 2003 21:46:56.640000,11.000,13.530,2.530 
TAV1933+53,315,7,2447624.585000 8 Apr 1989 02:02:24.000000,2455153.299300 17 Nov 2009 19:10:59.520000,10.100,14.200,4.100 
TAVJ0269+295,1,1,2452585.450700 6 Nov 2002 22:49:00.480000,2452585.450700 6 Nov 2002 22:49:00.480000,11.900,11.900,0.000 
TAVJ0629+205,71,5,2452018.871000 19 Apr 2001 08:54:14.400000,2458954.383000 14 Apr 2020 21:11:31.200000,10.800,15.200,4.400 
TAVJ2059+264,1,1,2450195.604100 22 Apr 1996 02:29:54.240000,2450195.604100 22 Apr 1996 02:29:54.240000,12.700,12.700,0.000 
TCP J00590972+3438357,4,1,2458838.472000 20 Dec 2019 23:19:40.800000,2458869.341000 20 Jan 2020 20:11:02.400000,13.900,15.200,1.300 
TCP J06373299-0935420,3,1,2458540.328000 25 Feb 2019 19:52:19.200000,2458551.459000 8 Mar 2019 23:00:57.600000,11.500,12.600,1.100 
TCP J07094936+1412280,10,1,2459582.479000 2 Jan 2022 23:29:45.600000,2459615.495000 4 Feb 2022 23:52:48.000000,13.900,15.500,1.600 
TCP J14225968+4122545,7,1,2459711.489000 11 May 2022 23:44:09.600000,2459732.484000 1 Jun 2022 23:36:57.600000,13.900,15.600,1.700 
TCP J18154219+3515598,10,1,2457918.547000 14 Jun 2017 01:07:40.800000,2457994.436000 28 Aug 2017 22:27:50.400000,12.700,15.400,2.700 
TCP J20100517+1303006,1,1,2457930.556000 26 Jun 2017 01:20:38.400000,2457930.556000 26 Jun 2017 01:20:38.400000,14.400,14.400,0.000 
TCP J21040470+4631129,164,1,2458678.486000 13 Jul 2019 23:39:50.400000,2459904.329000 20 Nov 2022 19:53:45.600000,9.100,15.800,6.700 
TCP J23580961+5502508,10,1,2459855.329000 2 Oct 2022 19:53:45.600000,2459877.428000 24 Oct 2022 22:16:19.200000,12.700,14.800,2.100 
THETA APS,5,1,2445227.222000 14 Sep 1982 17:19:40.800000,2451260.955000 23 Mar 1999 10:55:12.000000,6.000,6.500,0.500 
THETA BOO,5,1,2413462.500000 26 Sep 1895 00:00:00.000000,2413505.500000 8 Nov 1895 00:00:00.000000,3.900,4.300,0.400 
TK4 LYR,123,2,2452028.513900 29 Apr 2001 00:20:00.960000,2452784.500700 25 May 2003 00:01:00.480000,14.000,16.200,2.200 
TK5 LYR,133,3,2452028.518100 29 Apr 2001 00:26:03.840000,2452792.490600 1 Jun 2003 23:46:27.840000,13.100,16.200,3.100 
TT ARI,1421,11,2445582.484000 4 Sep 1983 23:36:57.600000,2459904.375000 20 Nov 2022 21:00:00.000000,8.900,16.800,7.900 
TT AUR,653,4,2443244.370000 10 Apr 1977 20:52:48.000000,2459175.728000 22 Nov 2020 05:28:19.200000,8.000,9.900,1.900 
TT BOO,1958,7,2449508.445100 4 Jun 1994 22:40:56.640000,2459863.333000 10 Oct 2022 19:59:31.200000,11.100,16.200,5.100 
TT CAM,2,1,2447860.434722 29 Nov 1989 22:25:59.980800,2447860.439583 29 Nov 1989 22:32:59.971200,11.400,11.400,0.000 
TT CRB,13,4,2448793.427000 19 Jun 1992 22:14:52.800000,2455213.570800 17 Jan 2010 01:41:57.120000,11.400,14.700,3.300 
TT CRT,562,6,2447215.610000 24 Feb 1988 02:38:24.000000,2459726.444000 26 May 2022 22:39:21.600000,12.600,16.400,3.800 
TT CYG,3536,49,2440330.630000 19 Apr 1969 03:07:12.000000,2459908.281000 24 Nov 2022 18:44:38.400000,7.000,9.000,2.000 
TT DRA,1,1,2453876.351400 20 May 2006 20:26:00.960000,2453876.351400 20 May 2006 20:26:00.960000,9.500,9.500,0.000 
